label,message
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-2.com/track. Reply with Y to lock card.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-11.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-3.com/track Reply Y to release it.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-8.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-4.com/track and reply 'Y' to confirm identity.
spam,Your subscription will expire today. Renew now at https://verify-19.com/track Reply Y to continue service.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-12.com/track. Reply Y to retry.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-15.com/track. Reply with Y to lock card.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-18.com/track. Reply with Y to secure account.
spam,Your subscription will expire today. Renew now at https://verify-19.com/track Reply Y to continue service.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-5.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-2.com/track and reply 'Y' to confirm identity.
spam,Alert: Your recent order requires verification. Visit https://verify-18.com/track and reply 'Y' to confirm identity.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-9.com/track. Reply with Y to secure account.
spam,You've won a $500 Coupon! Claim it here: https://verify-10.com/track Reply 'Y' to redeem.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-17.com/track. Reply Y to retry.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-7.com/track. Reply Y to retry.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-15.com/track Reply with 'Y' to proceed.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-7.com/track Reply with 'Y' to proceed.
spam,Alert: Your recent order requires verification. Visit https://verify-20.com/track and reply 'Y' to confirm identity.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-12.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-7.com/track Reply Y to release it.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-15.com/track. Reply with Y to secure account.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-15.com/track. Reply with Y to secure account.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-14.com/track. Reply Y to retry.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-13.com/track Reply Y to release it.
spam,Action needed: Your package from eBay is awaiting confirmation. https://verify-18.com/track Reply Y to release it.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-15.com/track Reply 'Y' to verify.
spam,You've won a Free iPhone! Claim it here: https://verify-7.com/track Reply 'Y' to redeem.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-1.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-20.com/track and reply 'Y' to confirm identity.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-10.com/track. Reply with Y to lock card.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-16.com/track Reply Y to release it.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-17.com/track Reply 'Y' to verify.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-5.com/track. Reply with Y to secure account.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-13.com/track Reply 'Y' to verify.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-3.com/track. Reply with Y to lock card.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-3.com/track Reply 'Y' to verify.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-12.com/track Reply with Y to confirm.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-6.com/track Reply Y to release it.
spam,Alert: Your recent order requires verification. Visit https://verify-5.com/track and reply 'Y' to confirm identity.
spam,You've won a Free iPhone! Claim it here: https://verify-20.com/track Reply 'Y' to redeem.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-18.com/track. Reply Y to retry.
spam,Your Amazon Logistics package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-2.com/track Reply 'Y' to verify.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-1.com/track Reply 'Y' to verify.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-7.com/track Reply with Y to confirm.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-2.com/track. Reply Y to retry.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-8.com/track. Reply Y to retry.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-19.com/track. Reply with Y to secure account.
spam,Your FedEx package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-10.com/track Reply 'Y' to verify.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-15.com/track. Reply with Y to secure account.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-16.com/track Reply with Y to confirm.
spam,You've won a $100 Gift Card! Claim it here: https://verify-20.com/track Reply 'Y' to redeem.
spam,Payment failed for your recent Target order. Resolve at https://verify-20.com/track. Reply Y to retry.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-19.com/track Reply Y to release it.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-20.com/track. Reply Y to retry.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-9.com/track Reply Y to release it.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-1.com/track. Reply with Y to secure account.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-15.com/track Reply with Y to confirm.
spam,Your subscription will expire today. Renew now at https://verify-6.com/track Reply Y to continue service.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-18.com/track Reply Y to release it.
spam,We attempted delivery for your FedEx parcel. Reschedule at https://verify-8.com/track Reply with 'Y' to proceed.
spam,You've won a $500 Coupon! Claim it here: https://verify-1.com/track Reply 'Y' to redeem.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-18.com/track. Reply with Y to lock card.
spam,Alert: Your recent order requires verification. Visit https://verify-4.com/track and reply 'Y' to confirm identity.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-14.com/track. Reply with Y to secure account.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-7.com/track Reply Y to release it.
spam,Your FedEx package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-4.com/track Reply 'Y' to verify.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-1.com/track Reply with 'Y' to proceed.
spam,Payment failed for your recent Best Buy order. Resolve at https://verify-3.com/track. Reply Y to retry.
spam,You've won a Smartwatch! Claim it here: https://verify-15.com/track Reply 'Y' to redeem.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-6.com/track Reply with 'Y' to proceed.
spam,Alert: Your recent order requires verification. Visit https://verify-18.com/track and reply 'Y' to confirm identity.
spam,You've won a $100 Gift Card! Claim it here: https://verify-1.com/track Reply 'Y' to redeem.
spam,Your subscription will expire today. Renew now at https://verify-14.com/track Reply Y to continue service.
spam,Payment failed for your recent eBay order. Resolve at https://verify-11.com/track. Reply Y to retry.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-9.com/track. Reply with Y to lock card.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-14.com/track. Reply with Y to lock card.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-5.com/track Reply Y to release it.
spam,Your subscription will expire today. Renew now at https://verify-18.com/track Reply Y to continue service.
spam,Your subscription will expire today. Renew now at https://verify-19.com/track Reply Y to continue service.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-18.com/track. Reply with Y to secure account.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-18.com/track Reply with 'Y' to proceed.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-15.com/track Reply 'Y' to verify.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-2.com/track Reply with Y to confirm.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-2.com/track Reply with Y to confirm.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-5.com/track Reply with Y to confirm.
spam,Payment failed for your recent Best Buy order. Resolve at https://verify-18.com/track. Reply Y to retry.
spam,We attempted delivery for your USPS parcel. Reschedule at https://verify-7.com/track Reply with 'Y' to proceed.
spam,Your subscription will expire today. Renew now at https://verify-9.com/track Reply Y to continue service.
spam,You've won a $100 Gift Card! Claim it here: https://verify-4.com/track Reply 'Y' to redeem.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-9.com/track. Reply with Y to lock card.
spam,Your subscription will expire today. Renew now at https://verify-17.com/track Reply Y to continue service.
spam,Your subscription will expire today. Renew now at https://verify-17.com/track Reply Y to continue service.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-10.com/track Reply Y to release it.
spam,Alert: Your recent order requires verification. Visit https://verify-2.com/track and reply 'Y' to confirm identity.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-12.com/track. Reply with Y to lock card.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-7.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-8.com/track and reply 'Y' to confirm identity.
spam,Your UPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-12.com/track Reply 'Y' to verify.
spam,You've won a Smartwatch! Claim it here: https://verify-13.com/track Reply 'Y' to redeem.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-3.com/track Reply Y to release it.
spam,Your subscription will expire today. Renew now at https://verify-1.com/track Reply Y to continue service.
spam,Payment failed for your recent Target order. Resolve at https://verify-12.com/track. Reply Y to retry.
spam,You've won a Free iPhone! Claim it here: https://verify-3.com/track Reply 'Y' to redeem.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-1.com/track Reply 'Y' to verify.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-8.com/track Reply 'Y' to verify.
spam,You've won a $500 Coupon! Claim it here: https://verify-18.com/track Reply 'Y' to redeem.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-15.com/track Reply Y to release it.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-16.com/track. Reply Y to retry.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-20.com/track Reply with 'Y' to proceed.
spam,Payment failed for your recent eBay order. Resolve at https://verify-4.com/track. Reply Y to retry.
spam,Payment failed for your recent Target order. Resolve at https://verify-20.com/track. Reply Y to retry.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-13.com/track. Reply with Y to secure account.
spam,Your FedEx package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-20.com/track Reply 'Y' to verify.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-3.com/track. Reply with Y to lock card.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-7.com/track Reply Y to release it.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-6.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-19.com/track Reply with Y to confirm.
spam,You've won a Free iPhone! Claim it here: https://verify-11.com/track Reply 'Y' to redeem.
spam,Alert: Your recent order requires verification. Visit https://verify-3.com/track and reply 'Y' to confirm identity.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-7.com/track Reply Y to release it.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-8.com/track. Reply with Y to secure account.
spam,We attempted delivery for your USPS parcel. Reschedule at https://verify-7.com/track Reply with 'Y' to proceed.
spam,We attempted delivery for your UPS parcel. Reschedule at https://verify-18.com/track Reply with 'Y' to proceed.
spam,You've won a $100 Gift Card! Claim it here: https://verify-1.com/track Reply 'Y' to redeem.
spam,You've won a $100 Gift Card! Claim it here: https://verify-12.com/track Reply 'Y' to redeem.
spam,Action needed: Your package from eBay is awaiting confirmation. https://verify-3.com/track Reply Y to release it.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-16.com/track. Reply with Y to secure account.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-19.com/track Reply Y to release it.
spam,Alert: Your recent order requires verification. Visit https://verify-5.com/track and reply 'Y' to confirm identity.
spam,You've won a $500 Coupon! Claim it here: https://verify-14.com/track Reply 'Y' to redeem.
spam,Your subscription will expire today. Renew now at https://verify-3.com/track Reply Y to continue service.
spam,Your Amazon Logistics package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-4.com/track Reply 'Y' to verify.
spam,Alert: Your recent order requires verification. Visit https://verify-12.com/track and reply 'Y' to confirm identity.
spam,You've won a $500 Coupon! Claim it here: https://verify-15.com/track Reply 'Y' to redeem.
spam,Alert: Your recent order requires verification. Visit https://verify-16.com/track and reply 'Y' to confirm identity.
spam,We attempted delivery for your FedEx parcel. Reschedule at https://verify-10.com/track Reply with 'Y' to proceed.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-14.com/track Reply with Y to confirm.
spam,You've won a Smartwatch! Claim it here: https://verify-15.com/track Reply 'Y' to redeem.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-4.com/track Reply with Y to confirm.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-10.com/track Reply 'Y' to verify.
spam,We attempted delivery for your Amazon Logistics parcel. Reschedule at https://verify-15.com/track Reply with 'Y' to proceed.
spam,Alert: Your recent order requires verification. Visit https://verify-13.com/track and reply 'Y' to confirm identity.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-17.com/track. Reply Y to retry.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-9.com/track. Reply with Y to lock card.
spam,We attempted delivery for your UPS parcel. Reschedule at https://verify-15.com/track Reply with 'Y' to proceed.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-10.com/track. Reply with Y to secure account.
spam,Your subscription will expire today. Renew now at https://verify-20.com/track Reply Y to continue service.
spam,Alert: Your recent order requires verification. Visit https://verify-13.com/track and reply 'Y' to confirm identity.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-15.com/track Reply Y to release it.
spam,Your Amazon Logistics package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-8.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Best Buy is awaiting confirmation. https://verify-5.com/track Reply Y to release it.
spam,Your subscription will expire today. Renew now at https://verify-6.com/track Reply Y to continue service.
spam,You've won a $500 Coupon! Claim it here: https://verify-17.com/track Reply 'Y' to redeem.
spam,You've won a Free iPhone! Claim it here: https://verify-13.com/track Reply 'Y' to redeem.
spam,Alert: Your recent order requires verification. Visit https://verify-9.com/track and reply 'Y' to confirm identity.
spam,Your subscription will expire today. Renew now at https://verify-20.com/track Reply Y to continue service.
spam,Alert: Your recent order requires verification. Visit https://verify-12.com/track and reply 'Y' to confirm identity.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-2.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-5.com/track and reply 'Y' to confirm identity.
spam,You've won a Smartwatch! Claim it here: https://verify-16.com/track Reply 'Y' to redeem.
spam,Your Amazon Logistics package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-14.com/track Reply 'Y' to verify.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-12.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-12.com/track and reply 'Y' to confirm identity.
spam,Alert: Your recent order requires verification. Visit https://verify-6.com/track and reply 'Y' to confirm identity.
spam,Your FedEx package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-13.com/track Reply 'Y' to verify.
spam,Payment failed for your recent Target order. Resolve at https://verify-20.com/track. Reply Y to retry.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-4.com/track. Reply with Y to secure account.
spam,We attempted delivery for your FedEx parcel. Reschedule at https://verify-5.com/track Reply with 'Y' to proceed.
spam,Your subscription will expire today. Renew now at https://verify-16.com/track Reply Y to continue service.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-4.com/track. Reply Y to retry.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-9.com/track. Reply with Y to secure account.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-17.com/track. Reply Y to retry.
spam,Your subscription will expire today. Renew now at https://verify-16.com/track Reply Y to continue service.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-10.com/track. Reply with Y to lock card.
spam,Your subscription will expire today. Renew now at https://verify-20.com/track Reply Y to continue service.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-19.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-16.com/track Reply with Y to confirm.
spam,Payment failed for your recent Target order. Resolve at https://verify-3.com/track. Reply Y to retry.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-20.com/track. Reply with Y to secure account.
spam,Alert: Your recent order requires verification. Visit https://verify-2.com/track and reply 'Y' to confirm identity.
spam,Alert: Your recent order requires verification. Visit https://verify-2.com/track and reply 'Y' to confirm identity.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-11.com/track Reply with Y to confirm.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-12.com/track. Reply with Y to secure account.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-15.com/track Reply Y to release it.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-10.com/track. Reply with Y to secure account.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-7.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-20.com/track Reply with Y to confirm.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-2.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-11.com/track Reply with Y to confirm.
spam,We attempted delivery for your FedEx parcel. Reschedule at https://verify-17.com/track Reply with 'Y' to proceed.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-19.com/track Reply 'Y' to verify.
spam,Alert: Your recent order requires verification. Visit https://verify-13.com/track and reply 'Y' to confirm identity.
spam,Payment failed for your recent Best Buy order. Resolve at https://verify-12.com/track. Reply Y to retry.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-16.com/track Reply Y to release it.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-18.com/track Reply with Y to confirm.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-10.com/track. Reply with Y to secure account.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-20.com/track. Reply with Y to secure account.
spam,Your Amazon Logistics package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-9.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Amazon is awaiting confirmation. https://verify-2.com/track Reply Y to release it.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-4.com/track Reply 'Y' to verify.
spam,Alert: Your recent order requires verification. Visit https://verify-19.com/track and reply 'Y' to confirm identity.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-20.com/track Reply with Y to confirm.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-18.com/track. Reply Y to retry.
spam,You've won a Free iPhone! Claim it here: https://verify-17.com/track Reply 'Y' to redeem.
spam,We attempted delivery for your Amazon Logistics parcel. Reschedule at https://verify-20.com/track Reply with 'Y' to proceed.
spam,Your subscription will expire today. Renew now at https://verify-5.com/track Reply Y to continue service.
spam,We attempted delivery for your DHL parcel. Reschedule at https://verify-2.com/track Reply with 'Y' to proceed.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-16.com/track Reply with Y to confirm.
spam,Payment failed for your recent Target order. Resolve at https://verify-15.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-2.com/track Reply with Y to confirm.
spam,Payment failed for your recent Target order. Resolve at https://verify-11.com/track. Reply Y to retry.
spam,Your subscription will expire today. Renew now at https://verify-17.com/track Reply Y to continue service.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-8.com/track. Reply with Y to lock card.
spam,Payment failed for your recent Amazon order. Resolve at https://verify-20.com/track. Reply Y to retry.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-6.com/track. Reply with Y to lock card.
spam,You've won a $500 Coupon! Claim it here: https://verify-8.com/track Reply 'Y' to redeem.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-15.com/track. Reply with Y to secure account.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-2.com/track Reply Y to release it.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-1.com/track Reply Y to release it.
spam,Your FedEx package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-16.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Target is awaiting confirmation. https://verify-19.com/track Reply Y to release it.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-5.com/track Reply with Y to confirm.
spam,Your subscription will expire today. Renew now at https://verify-15.com/track Reply Y to continue service.
spam,Payment failed for your recent Best Buy order. Resolve at https://verify-13.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-16.com/track Reply with Y to confirm.
spam,Alert: Your recent order requires verification. Visit https://verify-8.com/track and reply 'Y' to confirm identity.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-20.com/track Reply 'Y' to verify.
spam,We attempted delivery for your UPS parcel. Reschedule at https://verify-18.com/track Reply with 'Y' to proceed.
spam,We attempted delivery for your Amazon Logistics parcel. Reschedule at https://verify-9.com/track Reply with 'Y' to proceed.
spam,Your subscription will expire today. Renew now at https://verify-18.com/track Reply Y to continue service.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-13.com/track Reply with Y to confirm.
spam,We attempted delivery for your UPS parcel. Reschedule at https://verify-18.com/track Reply with 'Y' to proceed.
spam,Your UPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-11.com/track Reply 'Y' to verify.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-17.com/track Reply Y to release it.
spam,Your UPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-9.com/track Reply 'Y' to verify.
spam,You've won a Smartwatch! Claim it here: https://verify-7.com/track Reply 'Y' to redeem.
spam,You've won a $500 Coupon! Claim it here: https://verify-8.com/track Reply 'Y' to redeem.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-6.com/track Reply with Y to confirm.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-14.com/track Reply with Y to confirm.
spam,Your USPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-5.com/track Reply 'Y' to verify.
spam,Alert: Your recent order requires verification. Visit https://verify-16.com/track and reply 'Y' to confirm identity.
spam,Urgent: Bank alert for suspicious activity. View details at https://verify-1.com/track. Reply with Y to lock card.
spam,Alert: Your recent order requires verification. Visit https://verify-20.com/track and reply 'Y' to confirm identity.
spam,Your DHL package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-14.com/track Reply 'Y' to verify.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-4.com/track Reply with Y to confirm.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-3.com/track. Reply with Y to secure account.
spam,We attempted delivery for your USPS parcel. Reschedule at https://verify-6.com/track Reply with 'Y' to proceed.
spam,Alert: Your recent order requires verification. Visit https://verify-15.com/track and reply 'Y' to confirm identity.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-10.com/track Reply with Y to confirm.
spam,Your subscription will expire today. Renew now at https://verify-10.com/track Reply Y to continue service.
spam,Your subscription will expire today. Renew now at https://verify-17.com/track Reply Y to continue service.
spam,You've won a Free iPhone! Claim it here: https://verify-17.com/track Reply 'Y' to redeem.
spam,Action needed: Your package from Walmart is awaiting confirmation. https://verify-5.com/track Reply Y to release it.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-13.com/track Reply with Y to confirm.
spam,Security notice: Suspicious login attempt detected. Verify at https://verify-14.com/track. Reply with Y to secure account.
spam,Your UPS package is on hold due to address issues. Please confirm your address within 24 hours: https://verify-7.com/track Reply 'Y' to verify.
spam,Payment failed for your recent Walmart order. Resolve at https://verify-11.com/track. Reply Y to retry.
spam,Package arrival notification: held at facility. Schedule delivery: https://verify-11.com/track Reply with Y to confirm.
